last,first,sex,ro,event,qt,time,time_m,time_s,time_f,date,comp,comploc
CHMIELEWSKI,Michal,Male,POL,Men Butterfly 200m,OQT,01:54:88,1,54,88,02/12/2023,Toyota US Open 2023,USA
KIM,Minseop,Male,KOR,Men Butterfly 200m,OQT,01:54:95,1,54,95,22/03/2024,KB Financial Group Korea Swimming Championships 2024,KOR
GONZALEZ,Arbidel,Male,ESP,Men Butterfly 200m,OQT,01:54:99,1,54,99,25/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
SATES,Matthew,Male,RSA,Men Butterfly 200m,OQT,01:55:25,1,55,25,21/10/2023,World Aquatics Swimming World Cup 2023,HUN
NIU,Guangsheng,Male,CHN,Men Butterfly 200m,OQT,01:55:34,1,55,34,12/12/2023,Chinese National Championships (50m),CHN
TEMPLE,Matthew,Male,AUS,Men Butterfly 200m,OQT,01:55:41,1,55,41,02/12/2023,Japan Open (50m) 2023,JPN
ZIRK,Kregor,Male,EST,Men Butterfly 200m,OQT,01:55:48,1,55,48,14/02/2024,World Aquatics Championships - Doha 2024,QAT
ALBIERO,Nicolas,Male,BRA,Men Butterfly 200m,OQT,01:55:52,1,55,52,08/05/2024,Brazilian Swimming Trophy - Brazil Olympic Trial 2024,BRA
KESIL,Denys,Male,UKR,Men Butterfly 200m,OQT,01:55:75,1,55,75,25/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
CLAREBURT,Lewis,Male,NZL,Men Butterfly 200m,OCT,01:55:82,1,55,82,13/02/2024,World Aquatics Championships - Doha 2024,QAT
MITSIN,Petar Petrov,Male,BUL,Men Butterfly 200m,OCT,01:56:35,1,56,35,24/05/2024,Grand Prix Burgas 2024,BUL
VALIZADA,Ramil,Male,AZE,Men Butterfly 200m,U,01:58:86,1,58,86,21/06/2024,LEN Championships 2024,SRB
BALSINI,Matin,Male,EOR,Men Butterfly 200m,U,02:00:33,2,0,33,03/04/2024,British National Championships (50m),GBR
HERNANDEZ,Gerald,Male,NCA,Men Butterfly 200m,U,02:07:28,2,7,28,25/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
PAN,Zhanle,Male,CHN,Men Freestyle 100m,OQT,00:46:80,0,46,80,11/02/2024,World Aquatics Championships - Doha 2024,QAT
POPOVICI,David,Male,ROU,Men Freestyle 100m,OQT,00:46:88,0,46,88,19/06/2024,European Championships 2024,SRB
ALEXY,Jack,Male,USA,Men Freestyle 100m,OQT,00:47:08,0,47,8,18/06/2024,US Olympic Team Trials 2024,USA
CHALMERS,Kyle,Male,AUS,Men Freestyle 100m,OQT,00:47:15,0,47,15,27/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
GUILIANO,Chris,Male,USA,Men Freestyle 100m,OQT,00:47:25,0,47,25,18/06/2024,US Olympic Team Trials 2024,USA
GROUSSET,Maxime,Male,FRA,Men Freestyle 100m,OQT,00:47:33,0,47,33,18/06/2024,French Elite Championships,FRA
RICHARDS,Matthew,Male,GBR,Men Freestyle 100m,OQT,00:47:45,0,47,45,27/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
NEMETH,Nandor,Male,HUN,Men Freestyle 100m,OQT,00:47:49,0,47,49,19/06/2024,European Championships 2024,SRB
MIRESSI,Alessandro,Male,ITA,Men Freestyle 100m,OQT,00:47:54,0,47,54,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
LIENDO,Josh,Male,CAN,Men Freestyle 100m,OQT,00:47:55,0,47,55,16/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
BARNA,Andrej,Male,SRB,Men Freestyle 100m,OQT,00:47:66,0,47,66,19/06/2024,LEN Championships 2024,SRB
CROOKS,Jordan,Male,CAY,Men Freestyle 100m,OQT,00:47:71,0,47,71,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
SALCHOW,Josha,Male,GER,Men Freestyle 100m,OQT,00:47:85,0,47,85,19/04/2024,Berlin Swim Open 2024,GER
CHIERIGHINI,Marcelo,Male,BRA,Men Freestyle 100m,OQT,00:47:86,0,47,86,01/06/2023,Brazil Trophy 2023,BRA
HWANG,Sunwoo,Male,KOR,Men Freestyle 100m,OQT,00:47:91,0,47,91,01/06/2024,Mare Nostrum - 41st Meeting International de Natation de Monte Carlo 2024,MON
SANTOS,Guilherme,Male,BRA,Men Freestyle 100m,OQT,00:47:95,0,47,95,09/05/2024,Brazilian Swimming Trophy - Brazil Olympic Trial 2024,BRA
MATOS RIBEIRO,Diogo,Male,POR,Men Freestyle 100m,OQT,00:47:98,0,47,98,31/03/2023,Portuguese National Championships (50m),POR
STJEPANOVIC,Velimir,Male,SRB,Men Freestyle 100m,OQT,00:47:99,0,47,99,20/06/2024,LEN Championships 2024,SRB
WANG,Haoyu,Male,CHN,Men Freestyle 100m,OQT,00:48:02,0,48,2,24/09/2023,19th Asian Games 2023,CHN
WHITTLE,Jacob,Male,GBR,Men Freestyle 100m,OQT,00:48:03,0,48,3,02/12/2023,Rotterdam Qualification Meet 2023,NED
RAPSYS,Danas,Male,LTU,Men Freestyle 100m,OQT,00:48:04,0,48,4,19/06/2024,European Championships 2024,SRB
YANG,William,Male,AUS,Men Freestyle 100m,OQT,00:48:08,0,48,8,13/06/2024,Australian Olympic & Paralympic Trials,AUS
DEPLANO,Leonardo,Male,ITA,Men Freestyle 100m,OQT,00:48:09,0,48,9,07/03/2024,Campionato Italiano Assoluto,ITA
MILJENIC,Nikola,Male,CRO,Men Freestyle 100m,OQT,00:48:13,0,48,13,02/03/2024,"HPS Grand Prix ""Victoria""",CRO
FENTE--DAMERS,Rafael,Male,FRA,Men Freestyle 100m,OQT,00:48:14,0,48,14,18/06/2024,French Elite Championships,FRA
NIEWOLD,Sean,Male,NED,Men Freestyle 100m,OQT,00:48:14,0,48,14,16/06/2024,Dutch National Championships (50m),NED
CARTER,Dylan,Male,TTO,Men Freestyle 100m,OQT,00:48:16,0,48,16,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
FRANKEL,Tomer,Male,ISR,Men Freestyle 100m,OQT,00:48:18,0,48,18,10/06/2023,Israel Adults Championships - Criteria Competition,ISR
KISIL,Yuri,Male,CAN,Men Freestyle 100m,OQT,00:48:19,0,48,19,16/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
GRAY,Cameron,Male,NZL,Men Freestyle 100m,OQT,00:48:26,0,48,26,12/04/2024,Apollo Projects New Zealand National Championships (50m) 2024,NZL
IGA,Jorge,Male,MEX,Men Freestyle 100m,OQT,00:48:30,0,48,30,21/06/2024,36th CCCAN Swimming Championships 2024,MEX
de CELIS MONTALBAN,Sergio,Male,ESP,Men Freestyle 100m,OQT,00:48:34,0,48,34,25/02/2024,Spanish Winter Open Swimming Championships,ESP
SCHREUDERS,Mikel,Male,ARU,Men Freestyle 100m,OCT,00:48:46,0,48,46,14/02/2024,World Aquatics Championships - Doha 2024,QAT
DALEIDEN CIUFERRI,Ralph,Male,LUX,Men Freestyle 100m,U,00:48:68,0,48,68,18/06/2024,European Championships 2024,SRB
SEELIGER,Bjoern,Male,SWE,Men Freestyle 100m,U,00:48:80,0,48,80,18/05/2023,2023 TYR Pro Series CA,USA
TAN,Jonathan Eu Jin,Male,SGP,Men Freestyle 100m,U,00:48:80,0,48,80,06/05/2023,32nd Southeast Asian Games 2023,CAM
MAJERSKI,Jakub,Male,POL,Men Freestyle 100m,U,00:48:82,0,48,82,28/04/2024,POL Championships 2024,POL
MESTRE,Alberto,Male,VEN,Men Freestyle 100m,U,00:48:82,0,48,82,11/04/2024,Puerto Rico International Swimming Open (50m),PUR
GRACIK,Daniel,Male,CZE,Men Freestyle 100m,U,00:48:93,0,48,93,26/05/2024,AP Race London 2024,GBR
MUSSIN,Adilbek,Male,KAZ,Men Freestyle 100m,U,00:49:10,0,49,10,24/09/2023,19th Asian Games 2023,CHN
KIRBY,Jack,Male,BAR,Men Freestyle 100m,U,00:49:31,0,49,31,22/06/2024,BAH Championships 2024,BAH
TAYLOR,Lamar,Male,BAH,Men Freestyle 100m,U,00:49:33,0,49,33,01/04/2024,37th CARIFTA Swimming Championships 2024,BAH
DOUEIHY,Simon,Male,LBN,Men Freestyle 100m,U,00:49:69,0,49,69,20/06/2024,Spanish Summer Open Championships - Spanish Trials,ESP
KAEWSRIYONG,Dulyawat,Male,THA,Men Freestyle 100m,U,00:49:75,0,49,75,10/05/2023,32nd Southeast Asian Games 2023,CAM
BARSEGHYAN,Artur,Male,ARM,Men Freestyle 100m,U,00:49:96,0,49,96,18/06/2024,European Championships 2024,SRB
HO,Ian Yentou,Male,HKG,Men Freestyle 100m,U,00:50:07,0,50,7,15/04/2023,66th Festival of Sport - Swimming Trial 2023 (50m),HKG
NUNEZ,Javier,Male,DOM,Men Freestyle 100m,U,00:50:24,0,50,24,11/04/2024,Puerto Rico International Swimming Open (50m),PUR
ABDOLI,Samyar,Male,IRI,Men Freestyle 100m,U,00:50:34,0,50,34,26/04/2024,German National Championships (50m),GER
NOLLES,Leo,Male,URU,Men Freestyle 100m,U,00:50:41,0,50,41,20/06/2024,Spanish Summer Open Championships - Spanish Trials,ESP
ALMATROOSHI,Yousuf,Male,UAE,Men Freestyle 100m,U,00:50:43,0,50,43,22/06/2024,60th International Trophy Sette Colli,ITA
ODLUM-SMITH,Jayhan Jamaud,Male,LCA,Men Freestyle 100m,U,00:50:60,0,50,60,20/06/2024,Spanish Summer Open Championships - Spanish Trials,ESP
STACEY,Harry,Male,GHA,Men Freestyle 100m,U,00:50:67,0,50,67,30/04/2024,16th Africa Aquatics Swimming & Open Water Championships,ANG
SEYE,Matthieu Ousmane,Male,SEN,Men Freestyle 100m,U,00:50:69,0,50,69,20/06/2024,Spanish Trials 2024,ESP
ABEYSINGHE,Kyle,Male,SRI,Men Freestyle 100m,U,00:50:99,0,50,99,14/02/2024,World Aquatics Championships - Doha 2024,QAT
ANTONIOU,Nikolas,Male,CYP,Men Freestyle 100m,U,00:51:05,0,51,5,22/06/2024,60th International Trophy Sette Colli,ITA
BATBAYAR,Enkhtamir,Male,MGL,Men Freestyle 100m,U,00:51:39,0,51,39,08/04/2024,Thailand Age Group Swimming Championships 2024,THA
SABOVIC,Adell,Male,KOS,Men Freestyle 100m,U,00:51:46,0,51,46,16/05/2024,Atlanta Classic 2024,USA
ZHALAYEV,Musa,Male,TKM,Men Freestyle 100m,U,00:51:63,0,51,63,24/09/2023,19th Asian Games 2023,CHN
MASCARENHAS,Henrique,Male,ANG,Men Freestyle 100m,U,00:51:78,0,51,78,22/06/2024,60th International Trophy Sette Colli,ITA
ALSARRAJ,Zaid Faisal M,Male,KSA,Men Freestyle 100m,U,00:52:04,0,52,4,14/02/2024,World Aquatics Championships - Doha 2024,QAT
STICKLAND,Johann,Male,SAM,Men Freestyle 100m,U,00:52:08,0,52,8,23/11/2023,17th Pacific Games 2023,SOL
KOXHAKU,Grisi,Male,ALB,Men Freestyle 100m,U,00:52:17,0,52,17,14/02/2024,World Aquatics Championships - Doha 2024,QAT
SHAH,Alexander,Male,NEP,Men Freestyle 100m,U,00:52:17,0,52,17,14/02/2024,World Aquatics Championships - Doha 2024,QAT
ZUBAID,Mohamad,Male,KUW,Men Freestyle 100m,U,00:52:21,0,52,21,14/02/2024,World Aquatics Championships - Doha 2024,QAT
HERNANDEZ,Nixon,Male,ESA,Men Freestyle 100m,U,00:52:28,0,52,28,13/04/2024,Eindhoven Qualification Meet 2024,NED
PURAHOO,Ovesh,Male,MRI,Men Freestyle 100m,U,00:52:55,0,52,55,14/02/2024,World Aquatics Championships - Doha 2024,QAT
de LAPPARENT,Antoine,Male,CAM,Men Freestyle 100m,U,00:52:86,0,52,86,06/05/2023,32nd Southeast Asian Games 2023,CAM
RAFI,Samiul Islam,Male,BAN,Men Freestyle 100m,U,00:53:12,0,53,12,08/04/2024,Thailand Age Group Swimming Championships 2024,THA
HOOST,Irvin,Male,SUR,Men Freestyle 100m,U,00:53:16,0,53,16,24/06/2023,24th Central American and Caribbean Games 2023,ESA
AL ADAWI,Issa Samir Hamed,Male,OMA,Men Freestyle 100m,U,00:53:29,0,53,29,14/02/2024,World Aquatics Championships - Doha 2024,QAT
SALIBOKO,Collins,Male,TAN,Men Freestyle 100m,U,00:53:30,0,53,30,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
ABUBAKER,Yousef,Male,LBA,Men Freestyle 100m,U,00:53:41,0,53,41,03/05/2024,16th Africa Aquatics Swimming & Open Water Championships,ANG
TARERE,Josh,Male,PNG,Men Freestyle 100m,U,00:54:11,0,54,11,22/04/2024,13th Oceania Swimming Championships 2024,AUS
KOUMA,Alexien,Male,MLI,Men Freestyle 100m,U,00:55:13,0,55,13,14/02/2024,World Aquatics Championships - Doha 2024,QAT
TENZIN,Sangay,Male,BHU,Men Freestyle 100m,U,00:55:42,0,55,42,14/02/2024,World Aquatics Championships - Doha 2024,QAT
HAN,Phone Pyae,Male,MYA,Men Freestyle 100m,U,00:56:08,0,56,8,12/06/2024,19th SGP Championships,SGP
SILAS,Johnathan,Male,VAN,Men Freestyle 100m,U,01:01:06,1,1,6,22/04/2024,13th Oceania Swimming Championships 2024,AUS
NGUICHIE KAMSEU KAMOGNE,Giorgio Armani,Male,CMR,Men Freestyle 100m,U,01:02:20,1,2,20,14/02/2024,World Aquatics Championships - Doha 2024,QAT
HADJI,Hassane,Male,COM,Men Freestyle 100m,U,01:04:92,1,4,92,30/04/2024,16th Africa Aquatics Swimming & Open Water Championships,ANG
FINKE,Bobby,Male,USA,Men Freestyle 1500m,OQT,14:31:59,14,31,59,30/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
WIFFEN,Daniel,Male,IRL,Men Freestyle 1500m,OQT,14:34:07,14,34,7,18/02/2024,World Aquatics Championships - Doha 2024,QAT
WELLBROCK,Florian,Male,GER,Men Freestyle 1500m,OQT,14:34:89,14,34,89,21/04/2023,Berlin Swim Open 2023,GER
SHORT,Samuel,Male,AUS,Men Freestyle 1500m,OQT,14:37:28,14,37,28,30/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
ROMANCHUK,Mykhailo,Male,UKR,Men Freestyle 1500m,OQT,14:40:21,14,40,21,14/04/2023,Malmsten Swim Open Stockholm 2023,SWE
PALTRINIERI,Gregorio,Male,ITA,Men Freestyle 1500m,OQT,14:41:38,14,41,38,28/11/2023,Italian Open Swimming Championships (50m),ITA
SCHWARZ,Sven,Male,GER,Men Freestyle 1500m,OQT,14:43:53,14,43,53,11/08/2023,European U23 Swimming Championships,IRL
AUBRY,David,Male,FRA,Men Freestyle 1500m,OQT,14:44:85,14,44,85,18/02/2024,World Aquatics Championships - Doha 2024,QAT
BETLEHEM,David,Male,HUN,Men Freestyle 1500m,OQT,14:46:44,14,46,44,18/02/2024,World Aquatics Championships - Doha 2024,QAT
JERVIS,Daniel,Male,GBR,Men Freestyle 1500m,OQT,14:46:95,14,46,95,06/04/2023,British National Championships (50m),GBR
JAOUADI,Ahmed,Male,TUN,Men Freestyle 1500m,OQT,14:48:69,14,48,69,21/06/2024,French Elite Championships,FRA
de TULLIO,Luca,Male,ITA,Men Freestyle 1500m,OQT,14:48:77,14,48,77,23/06/2024,60th International Trophy Sette Colli,ITA
FEI,Liwei,Male,CHN,Men Freestyle 1500m,OQT,14:49:30,14,49,30,27/04/2024,Chinese National Championships (50m),CHN
JOLY,Damien,Male,FRA,Men Freestyle 1500m,OQT,14:51:62,14,51,62,21/06/2024,French Elite Championships,FRA
JOHNSTON,David,Male,USA,Men Freestyle 1500m,OQT,14:52:74,14,52,74,23/06/2024,US Olympic Team Trials 2024,USA
SARKANY,Zalan,Male,HUN,Men Freestyle 1500m,OQT,14:53:19,14,53,19,13/12/2023,16th Gyor Open,HUN
TUNCELLI,Kuzey,Male,TUR,Men Freestyle 1500m,OQT,14:54:16,14,54,16,25/07/2023,European Youth Olympic Festival 2023,SLO
ELKAMASH,Marwan,Male,EGY,Men Freestyle 1500m,OQT,14:55:19,14,55,19,29/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
GARACH BENITO,Carlos,Male,ESP,Men Freestyle 1500m,OQT,14:57:23,14,57,23,29/03/2023,Spanish National Championships (50m),ESP
CHRISTIANSEN,Henrik,Male,NOR,Men Freestyle 1500m,OQT,14:57:85,14,57,85,21/04/2023,Bergen Swim Festival 2023,NOR
KIM,Woomin,Male,KOR,Men Freestyle 1500m,OQT,14:58:03,14,58,3,22/03/2024,KB Financial Group Korea Swimming Championships 2024,KOR
JOHANSSON,Victor,Male,SWE,Men Freestyle 1500m,OQT,14:58:73,14,58,73,17/02/2024,World Aquatics Championships - Doha 2024,QAT
STANCU,Vlad Stefan,Male,ROU,Men Freestyle 1500m,OQT,15:00:51,15,0,51,06/07/2023,European Junior Swimming Championships 2023,SRB
ALBAYRAK,Emir Batur,Male,TUR,Men Freestyle 1500m,OQT,15:00:57,15,0,57,06/07/2023,European Junior Swimming Championships 2023,SRB
CHMIELEWSKI,Krzysztof,Male,POL,Men Freestyle 1500m,OCT,15:01:89,15,1,89,29/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
NGUYEN,Huy Hoang,Male,VIE,Men Freestyle 1500m,OCT,15:04:06,15,4,6,26/09/2023,19th Asian Games 2023,CHN
MARKOS,Dimitrios,Male,GRE,Men Freestyle 1500m,U,15:07:61,15,7,61,29/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
FALCON JR,Rodolfo,Male,CUB,Men Freestyle 1500m,U,15:49:72,15,49,72,29/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
POPOVICI,David,Male,ROU,Men Freestyle 200m,OQT,01:43:13,1,43,13,21/06/2024,European Championships 2024,SRB
MARTENS,Lukas,Male,GER,Men Freestyle 200m,OQT,01:44:14,1,44,14,27/04/2024,German National Championships (50m),GER
RICHARDS,Matthew,Male,GBR,Men Freestyle 200m,OQT,01:44:30,1,44,30,25/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
HWANG,Sunwoo,Male,KOR,Men Freestyle 200m,OQT,01:44:40,1,44,40,27/09/2023,19th Asian Games 2023,CHN
SCOTT,Duncan,Male,GBR,Men Freestyle 200m,OQT,01:44:75,1,44,75,07/04/2024,British National Championships (50m),GBR
GIULIANI,Maximillian,Male,AUS,Men Freestyle 200m,OQT,01:44:79,1,44,79,12/12/2023,Hancock Prospecting Queensland Championships 2023,AUS
HOBSON,Luke,Male,USA,Men Freestyle 200m,OQT,01:44:87,1,44,87,24/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
RAPSYS,Danas,Male,LTU,Men Freestyle 200m,OQT,01:44:96,1,44,96,12/02/2024,World Aquatics Championships - Doha 2024,QAT
MATSUMOTO,Katsuhiro,Male,JPN,Men Freestyle 200m,OQT,01:44:98,1,44,98,05/04/2023,Japan National Championships 2023 (50m),JPN
PAN,Zhanle,Male,CHN,Men Freestyle 200m,OQT,01:45:28,1,45,28,27/09/2023,19th Asian Games 2023,CHN
GUILIANO,Chris,Male,USA,Men Freestyle 200m,OQT,01:45:38,1,45,38,17/06/2024,US Olympic Team Trials 2024,USA
KIM,Woomin,Male,KOR,Men Freestyle 200m,OQT,01:45:68,1,45,68,25/03/2024,KB Financial Group Korea Swimming Championships 2024,KOR
NEILL,Thomas,Male,AUS,Men Freestyle 200m,OQT,01:45:78,1,45,78,10/12/2023,Hancock Prospecting Queensland Championships 2023,AUS
RAGAINI,Alessandro,Male,ITA,Men Freestyle 200m,OQT,01:45:83,1,45,83,08/03/2024,Campionato Italiano Assoluto,ITA
MIROSLAW,Rafael,Male,GER,Men Freestyle 200m,OQT,01:45:83,1,45,83,21/04/2023,Berlin Swim Open 2023,GER
JI,Xinjie,Male,CHN,Men Freestyle 200m,OQT,01:45:86,1,45,86,21/04/2024,Chinese National Championships (50m),CHN
MEGLI,Filippo,Male,ITA,Men Freestyle 200m,OQT,01:45:91,1,45,91,06/03/2024,Campionato Italiano Assoluto,ITA
AUBOECK,Felix,Male,AUT,Men Freestyle 200m,OQT,01:45:97,1,45,97,24/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
COSTA,Guilherme,Male,BRA,Men Freestyle 200m,OQT,01:46:06,1,46,6,12/02/2024,World Aquatics Championships - Doha 2024,QAT
NEMETH,Nandor,Male,HUN,Men Freestyle 200m,OQT,01:46:11,1,46,11,17/06/2024,European Championships 2024,SRB
LOKTEV,Denis,Male,ISR,Men Freestyle 200m,OQT,01:46:17,1,46,17,09/06/2023,Israel Adults Championships - Criteria Competition,ISR
HENVEAUX,Lucas Pierre A,Male,BEL,Men Freestyle 200m,OCT,01:46:31,1,46,31,21/04/2023,Open Belgian Championships (50m),BEL
IGA,Jorge,Male,MEX,Men Freestyle 200m,OCT,01:46:32,1,46,32,18/06/2024,36th CCCAN Swimming Championships 2024,MEX
DJAKOVIC,Antonio,Male,SUI,Men Freestyle 200m,OCT,01:46:37,1,46,37,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
STJEPANOVIC,Velimir,Male,SRB,Men Freestyle 200m,U,01:47:08,1,47,8,14/12/2023,Gyor OPEN 2023,HUN
BOSKAN,Saso,Male,SLO,Men Freestyle 200m,U,01:47:62,1,47,62,30/11/2023,Rotterdam Qualification Meet 2023,NED
ABBASS,Omar,Male,SYR,Men Freestyle 200m,U,01:51:36,1,51,36,10/04/2023,Thailand Age Group Swimming Championships (50m) 2023,THA
DURRANI,Muhammad Ahmed,Male,PAK,Men Freestyle 200m,U,01:55:68,1,55,68,27/04/2024,59th Malaysia Invitational Age Group Swimming Championships,MAS
MARTENS,Lukas,Male,GER,Men Freestyle 400m,OQT,03:40:33,3,40,33,25/04/2024,German National Championships (50m),GER
SHORT,Samuel,Male,AUS,Men Freestyle 400m,OQT,03:40:68,3,40,68,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
WINNINGTON,Elijah,Male,AUS,Men Freestyle 400m,OQT,03:41:41,3,41,41,17/04/2024,Australian National Championships (50m),AUS
KIM,Woomin,Male,KOR,Men Freestyle 400m,OQT,03:42:42,3,42,42,01/06/2024,Mare Nostrum - 41st Meeting International de Natation de Monte Carlo 2024,MON
KLEMET,Oliver,Male,GER,Men Freestyle 400m,OQT,03:42:81,3,42,81,19/04/2024,33rd International Gothaer & Friends Meet,GER
COSTA,Guilherme,Male,BRA,Men Freestyle 400m,OQT,03:43:58,3,43,58,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
AUBOECK,Felix,Male,AUT,Men Freestyle 400m,OQT,03:44:14,3,44,14,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
DJAKOVIC,Antonio,Male,SUI,Men Freestyle 400m,OQT,03:44:22,3,44,22,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MITSIN,Petar Petrov,Male,BUL,Men Freestyle 400m,OQT,03:44:31,3,44,31,09/07/2023,European Junior Swimming Championships 2023,SRB
HENVEAUX,Lucas Pierre A,Male,BEL,Men Freestyle 400m,OQT,03:44:61,3,44,61,11/02/2024,World Aquatics Championships - Doha 2024,QAT
de TULLIO,Marco,Male,ITA,Men Freestyle 400m,OQT,03:44:69,3,44,69,13/04/2023,Italian National Championships (50m),ITA
RAPSYS,Danas,Male,LTU,Men Freestyle 400m,OQT,03:44:86,3,44,86,06/10/2023,World Aquatics Swimming World Cup 2023,GER
ZHANG,Zhanshuo,Male,CHN,Men Freestyle 400m,OQT,03:45:11,3,45,11,10/12/2023,Chinese National Championships (50m),CHN
SHACKELL,Aaron,Male,USA,Men Freestyle 400m,OQT,03:45:46,3,45,46,15/06/2024,US Olympic Team Trials 2024,USA
BIRD,Kieran,Male,GBR,Men Freestyle 400m,OQT,03:45:63,3,45,63,02/04/2024,British National Championships (50m),GBR
SMITH,Kieran,Male,USA,Men Freestyle 400m,OQT,03:45:76,3,45,76,15/06/2024,US Olympic Team Trials 2024,USA
JOHANSSON,Victor,Male,SWE,Men Freestyle 400m,OQT,03:45:87,3,45,87,11/02/2024,World Aquatics Championships - Doha 2024,QAT
JAOUADI,Ahmed,Male,TUN,Men Freestyle 400m,OQT,03:45:95,3,45,95,20/03/2024,Meeting International FFN - Camille Muffat,FRA
FEI,Liwei,Male,CHN,Men Freestyle 400m,OQT,03:45:96,3,45,96,19/04/2024,Chinese National Championships (50m),CHN
LAMBERTI,Matteo,Male,ITA,Men Freestyle 400m,OQT,03:46:03,3,46,3,13/04/2023,Italian National Championships (50m),ITA
OLIVEIRA de MORAES,Eduardo,Male,BRA,Men Freestyle 400m,OQT,03:46:29,3,46,29,21/06/2024,60th International Trophy Sette Colli,ITA
AUBRY,David,Male,FRA,Men Freestyle 400m,OQT,03:46:40,3,46,40,11/02/2024,World Aquatics Championships - Doha 2024,QAT
MESTRE VIVAS,Alfonso Enrique,Male,VEN,Men Freestyle 400m,OQT,03:46:61,3,46,61,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
GARACH BENITO,Carlos,Male,ESP,Men Freestyle 400m,OCT,03:47:29,3,47,29,22/06/2024,Spanish Summer Open Championships - Spanish Trials,ESP
SARKANY,Zalan,Male,HUN,Men Freestyle 400m,OCT,03:47:91,3,47,91,15/12/2023,16th Gyor Open,HUN
KHIEW,Hoe Yean,Male,MAS,Men Freestyle 400m,U,03:48:36,3,48,36,17/04/2024,Australian National Championships (50m),AUS
ZIRK,Kregor,Male,EST,Men Freestyle 400m,U,03:48:43,3,48,43,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
SIBIRTSEV,Ilia,Male,UZB,Men Freestyle 400m,U,03:48:60,3,48,60,11/04/2024,TYR Pro Swim Series San Antonio 2024,USA
LEKIC,Jovan,Male,BIH,Men Freestyle 400m,U,03:51:58,3,51,58,03/06/2023,Bosnia and Herzegovina Summer National Championships (50m),BIH
VARGAS,Joaquin,Male,PER,Men Freestyle 400m,U,03:53:35,3,53,35,16/05/2024,Atlanta Classic 2024,USA
CISTERNAS,Eduardo,Male,CHI,Men Freestyle 400m,U,03:53:80,3,53,80,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
BIANCHI,Loris,Male,SMR,Men Freestyle 400m,U,03:55:89,3,55,89,23/06/2024,European Championships 2024,SRB
ALOVATKI,Pavel,Male,MDA,Men Freestyle 400m,U,03:56:55,3,56,55,25/05/2024,Grand Prix Burgas 2024,BUL
GJURETANOVIKJ,Nikola,Male,MKD,Men Freestyle 400m,U,04:02:61,4,2,61,11/05/2024,Golden Orlando 2024,CRO
EL FALLAKI,Ilias,Male,MAR,Men Freestyle 400m,U,04:03:36,4,3,36,04/09/2023,World Aquatics Junior Swimming Championships 2023,ISR
NOEL,Raekwon Jibril,Male,GUY,Men Freestyle 400m,U,04:03:57,4,3,57,09/04/2023,36th CARIFTA Swimming Championships 2023,CUR
VEGA,Alberto,Male,CRC,Men Freestyle 400m,U,04:04:30,4,4,30,02/03/2023,TYR Pro Swim Series Fort Lauderdale 2023,USA
MOHAMED,Ridhwan Abubakar Bwana,Male,KEN,Men Freestyle 400m,U,04:04:39,4,4,39,08/06/2024,Golden Bear 2024,CRO
McEVOY,Cameron,Male,AUS,Men Freestyle 50m,OQT,00:21:06,0,21,6,29/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
PROUD,Benjamin,Male,GBR,Men Freestyle 50m,OQT,00:21:25,0,21,25,06/04/2024,British National Championships (50m),GBR
BUKHOV,Vladyslav,Male,UKR,Men Freestyle 50m,OQT,00:21:38,0,21,38,16/02/2024,World Aquatics Championships - Doha 2024,QAT
DRESSEL,Caeleb,Male,USA,Men Freestyle 50m,OQT,00:21:41,0,21,41,21/06/2024,US Olympic Team Trials 2024,USA
LIENDO,Josh,Male,CAN,Men Freestyle 50m,OQT,00:21:48,0,21,48,18/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
